RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet
Zucchini Tater Tots Recipe - A Delicious Party Appetizer,"3 Potatoes (Aloo) - skin peeled and boiled,2 Green zucchini - grated,1 tablespoon Red Chilli flakes,1 tablespoon Dried oregano,1 tablespoon Dried Thyme Leaves,1 tablespoon Black pepper powder,1/4 cup Cheddar cheese - grated,1/2 cup Whole Wheat Bread crumbs - bread crumbs,Salt - to taste",10,30,40,30,Continental,Appetizer,Vegetarian
Moringa Masoor Dal Recipe - Drumstick Leaves Dal,"1 cup Pink Masoor Dal (Split),200 grams Drumstick Leaves (Moringa/Murungai Keerai) - cleaned chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Cumin seeds (Jeera),1 inch Ginger - finely chopped,1 Dry Red Chilli,1 Tomato - chopped,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 tablespoon Ghee,1 Lemon - juice extracted",10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian
Gujarati Methi Na Dhebra Recipe,"1/2 cup Bajra Flour ( Pearl Millet),1/2 cup Jowar Flour (Sorghum),1/2 cup Whole Wheat Flour - More for dusting,2 cups Methi Leaves (Fenugreek Leaves) - finely chopped,2 inch Ginger - ground to paste,3 Green Chillies - finely chopped,1 tablespoon Sesame seeds (Til seeds),2 teaspoons Red Chilli powder,2 teaspoons Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),5 tablespoons Curd (Dahi / Yogurt),1 teaspoon Sugar - (optional),Salt - to taste,1 tablespoon Sunflower Oil",15,15,30,2,Gujarati Recipes﻿,Snack,Diabetic Friendly
Pear And Walnut Salad Recipe,,10,30,40,2,Continental,Appetizer,Vegetarian
Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,"1 cup Gram flour (besan),1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Red Chilli powder,2 tablespoons Curd (Dahi / Yogurt),2 tablespoons Sunflower Oil,Salt - to taste,2 tablespoons Gram flour (besan),2 cups Curd (Dahi / Yogurt),4 cloves Garlic,1 Onion - finely chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1 Bay leaf (tej patta) - torn,3 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),Salt - to taste,4 sprig Coriander (Dhania) Leaves - chopped,1/2 teaspoon Mustard seeds,1 tablespoon Ghee",10,60,70,4,Rajasthani,Lunch,Vegetarian
Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,"8 Pointed gourd (Parval) - peeled and cut into diced,3 Potatoes (Aloo) - peeled and diced,1 teaspoon Turmeric powder (Haldi),2 Bay leaves (tej patta) - torn,1 teaspoon Cumin seeds (Jeera),1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 inch Ginger - grated,1 Tomato - finely chopped,2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 teaspoon Kashmiri Red Chilli Powder,1 Dry Red Chilli,1/4 teaspoon Asafoetida (hing),1 teaspoon Sugar,Salt - to taste,Sunflower Oil - for cooking",20,45,65,4,Bengali Recipes,Dinner,Vegetarian
Egg Sholay Kebab Recipe,"5 Whole Eggs - hard boiled,3 sprig Curry leaves,1 tablespoon Rice flour,1 tablespoon Gram flour (besan),3 tablespoons All Purpose Flour (Maida),1 tablespoon Kashmiri Red Chilli Powder,Salt - to taste,1 teaspoon Sambar Powder,2 inch Ginger - finely chopped,6 cloves Garlic - finely chopped,1 teaspoon Green Chilli - paste,1 teaspoon Garam masala powder,1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Sunflower Oil - as required",10,15,25,5,South Indian Recipes,Appetizer,Eggetarian
One Pot Methi Mushroom Brown Rice Pulao Recipe,"1 cup Brown Rice,250 grams Button mushrooms,1 cup Methi Leaves (Fenugreek Leaves),1 Onion,1 teaspoon Ginger Garlic Paste,2 Green Chillies,1 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),Salt - to taste,2 teaspoons Sunflower Oil",5,20,25,4,Indian,Lunch,Vegetarian
Egg and Bread Fried Rice Recipe,"1 cup Basmati rice - cooked,5 Whole Eggs,1 Onion,4 Whole Wheat Brown Bread,1 teaspoon Ginger Garlic Paste,1/2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1/2 teaspoon Cumin seeds (Jeera),3 Whole Black Peppercorns,1 teaspoon Sambar Powder,Salt - as required,1 tablespoon Sunflower Oil",10,20,30,4,Fusion,Dinner,Eggetarian
Veg Mughlai Paratha Recipe,"2 cups Whole Wheat Flour,Salt - to taste,1 teaspoon Sunflower Oil,1 teaspoon Sunflower Oil,1 Onion - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Green Bell Pepper (Capsicum) - finely chopped,1 Carrot (Gajjar) - grated,5 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - finely chopped,2 cups Paneer (Homemade Cottage Cheese) - grated,1/2 teaspoon Garam masala powder,1 teaspoon Fennel seeds (Saunf) - crushed,1 teaspoon Red Chilli powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,1/4 cup Whole Wheat Flour,2 tablespoons Water",15,25,40,4,Mughlai,Lunch,Vegetarian
Crispy Vegetable Tempura Recipe,"4 Baby corn - cut lengthwise,1 Carrot (Gajjar) - sliced lengthwise,1 cup Broccoli - cut into florets,1 Red Bell pepper (Capsicum) - cut into wedges,1/4 cup All Purpose Flour (Maida),1 Whole Egg,1 teaspoon Baking powder,Salt and Pepper - to taste,Ice cubes",10,10,20,4,Japanese,Appetizer,Vegetarian
Andhra Style Stuffed Boils Recipe (Crispy Tapioke Snack),"1 cup Sabudana (Tapioca Pearls) - soaked for 2 hours,2 tablespoon Hung Curd (Greek Yogurt),1 cup Rice flour,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1 sprig Curry leaves - chopped,2 Green Chillies - chopped,1 Onion - sliced,Salt - to taste",150,25,175,4,Andhra,Snack,Vegetarian
Andhra Style Palakura Vepudu Recipe - Spinach Stir Fry Recipe,"1 cup Spinach - washed and chopped,1 Onion - chopped,1 inch Ginger - chopped,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Cumin seeds (Jeera),2 cloves Garlic - sliced,1 sprig Curry leaves",10,25,35,4,Andhra,Lunch,Vegetarian
Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,"1 cup Papaya - peeled and diced into chunks,1/4 cup Fresh Pomegranate Fruit Kernels,2 Oranges - peeled and diced,1 Cucumber - peeled and diced or chopped,1 teaspoon Honey,Salt and Pepper - to taste,2 teaspoons Lemon juice - (add more if needed),1/4 cup Roasted Peanuts (Moongphali) - crushed or whole or halved,Chaat Masala Powder - (optional)",20,0,20,3,Continental,Appetizer,Vegetarian
Paka Kela Ki Sabzi Recipe | Paka Kela nu Shaak | Gujarati Jain Recipe,"3 cups Ripe Bananas - cubed,1/4 cup Gram flour (besan),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped,2 teaspoons Sunflower Oil,Salt - to taste",10,20,30,4,Gujarati Recipes﻿,Dinner,Vegetarian
Chocolate Tart Recipe,"2 cups All Purpose Flour (Maida) - plus more for dusting,3 tablespoons Sugar,1/4 teaspoon Salt,3/4 cup Butter (unsalted) - cold and cut into pea size pieces,2 tablespoons Water - temperature to be at ice cold plus more if needed,1 cup Heavy whipping cream - (I used amul cream in india),1/2 cup Milk,300 grams Dark chocolate - chopped (I used bournville),2 tablespoons Sugar,1/4 teaspoon Salt,2 Whole Eggs - at room temperature",60,120,180,6,Continental,Dessert,Eggetarian
Navrang dal recipe - Navrang Dal (Recipe),"2 tablespoons Green Moong Dal, 2 tablespoons White Urad Dal, 2 tablespoons Kali Urad Dal, 2 tablespoons Masoor Dal (Split), 2 tablespoons Masoor Dal, 2 Tablespoons Rajma, 2 Tablespoons Kabuli Chana, 1/4 Cup yellow moong dal - soaked for 20 minutes, 1 tablespoon arhar dal - soaked for 20 minutes, 1 onion - finely chopped, 1 tomato - finely chopped, 1 tablespoon ginger garlic paste, 1 green chili - Cut, 2 teaspoons Coriander Powder, 1 teaspoon Red Chilli Powder, 2 teaspoons Garam Masala Powder, 1 Tablespoon Kasoori Methi, 1 inch Ginger - Finely chopped (for garnish), 2 tablespoons Ghee, 1 Dal Sugar, 1 teaspoon cumin seeds, salt - as per taste",10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian
Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,"1 tsp sesame oil, 1 tsp rye, 1 tsp cumin, 1/4 tsp asafoetida, 2 sprig curry leaves, 2 green chillies - chopped, salt - as per taste, 2 tbsp coconut - tighten, 1 Cup sprouted moong, 1 tbsp lemon juice, 2 sprig coriander - chopped",420,20,440,4,South Indian Recipes,Side Dish,Vegetarian
Chow Chow Sambar Recipe - Chow-Chow Sambar,"1 cup arhar dal, 2 cups chow chow - chop, 30 grams tamarind - soaked in 1 cup water, 1 onion - thinly sliced, 2 tomatoes - chopped, 1 tablespoon sambar powder, 1/4 teaspoon turmeric powder , 4 sprigs of coriander - chopped, oil - according to use, salt - as per taste, 1 teaspoon sesame oil - or any oil, 1 teaspoon mustard, 1/4 teaspoon asafoetida, 1 red chili, 1 sprig Curry leaves",10,30,40,4,South Indian Recipes,Lunch,High Protein Vegetarian
Tamil Nadu Style White Paniyaram Recipe - Semi Sweet Rice & Dal Printers,"1 cup Rice - soaked for 2 hours,2 tablespoon Black Urad Dal (Whole) - soaked for 2 hours,1/4 cup Milk,1 tablespoon Sugar,Salt - to taste,Sunflower Oil - for deep frying",30,30,60,4,Chettinad,Snack,Vegetarian
Kurkuri Bhindi With Spicy Tomato Yogurt Gravy Recipe,"250 grams Bhindi (Lady Finger/Okra),Sunflower Oil - for deep frying,2 tablespoons Gram flour (besan),Salt - as needed,1/2 teaspoon Red Chilli powder,1/2 teaspoon Chaat Masala Powder,1 tablespoon Water,Sunflower Oil - as required,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),1 tablespoon Ginger Garlic Paste,1 to 2 Green Chillies - finely chopped,1 Onion - thinly sliced,1/2 cup Curd (Dahi / Yogurt) - whisked,1 Tomato - finely chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania)",20,40,60,4,North Indian Recipes,Lunch,Vegetarian
Thulli Recipe (Broken Wheat Halwa),"1 cup Broken Wheat (Dalia/ Godumai Rava),3 cups Water,1 tablespoon Fennel seeds (Saunf),1/2 tablespoon Cardamom Powder (Elaichi),1-1/2 cup Sugar,4 tablespoons Ghee,10 Cashew nuts,1 tablespoon Milk - lukewarm,Saffron strands - few",10,30,40,4,Indian,Dessert,Vegetarian
Gulkand Chai Recipe - A Delicious Rose Flavored Indian Tea,"2 cups Water,1 teaspoon Tea leaves,1/4 cup Milk,2 tablespoons Gulkand",0,25,25,2,North Indian Recipes,North Indian Breakfast,Vegetarian
Spinach And Tortellini Soup Recipe,"1 cup All Purpose Flour (Maida),1 teaspoon Dried oregano,1 teaspoon Dried Thyme Leaves,1 teaspoon Parsley leaves,1 tablespoon Extra Virgin Olive Oil,teaspoon Red Chilli flakes,Salt - to taste,1 tablespoon Sunflower Oil,All Purpose Flour (Maida) - as required for rolling,10 teaspoon Cheese - grated,4 cloves Garlic,1 Cup Baby spinach,1/4 cup Parsley leaves,1 Onion,8 cups Vegetable stock,1/2 Tablespoon Black pepper powder,Salt - as required,Italian seasoning - as required,Extra Virgin Olive Oil - as required",20,30,50,4,Italian Recipes,Side Dish,Vegetarian
Chak-Hao Amubi Recipe (Black Rice Pudding),"3/4 cup Black Rice - soaked for 3-4 hours,2 liter Milk - full cream milk,1/2 cup Sugar,1 teaspoon Cardamom Powder (Elaichi),8-10 Cashew nuts - fried,10 Raisins - optional",180,40,220,6,North East India Recipes,Dessert,Vegetarian
Four Cheese and Spinach Stuffed Mushrooms Recipe,"12 Button mushrooms - (button or crimini variety),2 teaspoon Extra Virgin Olive Oil - for cooking,1/2 cup Onions - finely chopped,2 tablespoon Garlic - finely grated,2 cup Spinach Leaves (Palak) - roughly chopped,1/2 teaspoon White pepper powder,1/4 teaspoon Parsley leaves,1/2 teaspoon Basil leaves,1/2 teaspoon Black pepper powder,1/4 teaspoon Salt,1/2 teaspoon Garlic powder,2 teaspoon Parmesan cheese - grated  (reduced fat),1/2 cup Mascarpone Cheese,1/4 cup Britannia Cream Cheese - (reduced fat or fat free),2 tablespoon Mozzarella cheese - shredded (part-skimmed)",10,50,60,4,Continental,Appetizer,Vegetarian
Roasted Vegetable Pasta Primavera Recipe,"12 Button mushrooms - (button or crimini variety),2 teaspoon Extra Virgin Olive Oil - for cooking,1/2 cup Onions - finely chopped,2 tablespoon Garlic - finely grated,2 cup Spinach Leaves (Palak) - roughly chopped,1/2 teaspoon White pepper powder,1/4 teaspoon Parsley leaves,1/2 teaspoon Basil leaves,1/2 teaspoon Black pepper powder,1/4 teaspoon Salt,1/2 teaspoon Garlic powder,2 teaspoon Parmesan cheese - grated  (reduced fat),1/2 cup Mascarpone Cheese,1/4 cup Britannia Cream Cheese - (reduced fat or fat free),2 tablespoon Mozzarella cheese - shredded (part-skimmed)",10,50,60,4,Continental,Appetizer,Vegetarian
Kashmiri Style Chicken Pulao Recipe,"1 cup Rice - washed and soaked in water,300 grams Chicken breasts - cut into small pieces,1 Mace (Javitri),1 inch Cinnamon Stick (Dalchini),3 Cloves (Laung),1 Mace (Javitri),1 inch Ginger,4 cloves Garlic - chopped,1 Onion - sliced,1 cup Curd (Dahi / Yogurt),1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Black pepper powder,1 tablespoon Cashew nuts,5 Badam (Almond) - crushed,Salt - to taste,Sunflower Oil",10,30,40,4,Kashmiri,One Pot Dish,Non Vegeterian
Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,"4 Tomatoes - pulp scooped out,100 grams Quinoa - soaked in water for 2 hours,1 Red Bell pepper (Capsicum) - chopped finely,1 Yellow Bell Pepper (Capsicum) - chopped finely,100 grams Cheddar cheese - grated,50 grams Feta Cheese - cubed,2 teaspoon Black pepper powder,Salt - to taste",10,30,40,4,Middle Eastern,Appetizer,Vegetarian
Keeme Ja Bhalla Recipe - Sindhi Mutton Keema Balls In Gravy,"300 grams Mutton Kheema,1 tablespoon Garlic - finely chopped,1 tablespoon Ginger - finely chopped,2 Green Chillies,Salt - salt to taste,2 sprig Mint Leaves (Pudina) - finely chopped,1 Whole Egg,2 sprig Coriander (Dhania) Leaves - finely chopped,1/4 cup Gram flour (besan),2 tablespoons Sunflower Oil,1 tablespoon Garlic - finely chopped,1 tablespoon Ginger - finely chopped,2 Onions - finely chopped,1 cup Homemade tomato puree,1 teaspoon Red Chilli powder,Salt - to taste,1 teaspoon Cumin powder (Jeera),1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania)",15,40,55,6,Sindhi,Main Course,Non Vegeterian
Kabuli Chana Sundal Recipe - Chickpea Sundal Recipe,"1 cup black gram - soak overnight and cook till it becomes soft, 1 tsp oil, 1/2 tsp rye, 1 tsp green chilli, 1 inch ginger - tighten, 1/4 tsp asafoetida, 2 tbsp Spoon coconut - grated, coriander - little, salt - to taste",20,20,40,5,South Indian Recipes,Snack,High Protein Vegetarian
Spinach And Corn Sandwich Recipe Flavored With Sandwich Spread,"4 Whole Wheat Brown Bread,2 cups Spinach Leaves (Palak) - blanched,1/4 cup Sweet corn - steamed,4 tablespoons Del Monte Sandwich Spread,2 tablespoons Butter",20,20,40,2,Continental,World Breakfast,Vegetarian
Spaghetti Pasta Recipe In Roasted Pumpkin Sauce,"2 cups Kaddu (Parangikai/ Pumpkin),1 cup Homemade tomato puree,1/2 cup Fresh cream,1 Onion - chopped,1 tablespoon Extra Virgin Olive Oil,6 cloves Garlic - minced,1/2 cup Parmesan cheese - grated,2 sprig Basil leaves - roughly torn,Salt - to taste,1/2 teaspoon Black pepper powder,2 cups Spaghetti Pasta - cooked,1/2 teaspoon Red Chilli flakes,1 teaspoon Italian seasoning,Parmesan cheese - for garnish",45,20,65,2,Italian Recipes,Dinner,Vegetarian
Cold Potato Salad With Cilantro Dressing Recipe,"600 grams Baby Potatoes - boiled and cut into halves,1/2 cup Hung Curd (Greek Yogurt),1 tablespoon Mustard sauce,Coriander (Dhania) Leaves - small bunch,1 tablespoon Apple cider vinegar,1 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Red Chilli flakes,Salt - to taste",10,5,15,4,Continental,Side Dish,Vegetarian
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,"2 cups Pistachios,1/4 cup Fresh coconut - grated,1 cup Sugar,1 teaspoon Cardamom Powder (Elaichi)",35,35,70,8,Indian,Dessert,Vegetarian
No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker,"1 cup Black Eyed Beans (Lobia) - soaked for two hours,1 inch Ginger - finely chopped,2 Green Chillies,2 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 tablespoon Gram flour (besan),1 tablespoon Tamarind Paste,1 teaspoon Jaggery,Salt - to taste",10,20,30,4,Gujarati Recipes﻿,Dinner,No Onion No Garlic (Sattvic)
Instant Puliodarai Powder Recipe (Puliogare / Pulihora Powder),"100 grams Tamarind,1/4 cup Jaggery - powdered,1/4 teaspoon Asafoetida (hing),Salt - to taste,1/2 cup Chana dal (Bengal Gram Dal),1/2 cup White Urad Dal (Split),1/2 cup Coriander (Dhania) Seeds,10 Dry Red Chillies - gundu or milagai),1 tablespoon Whole Black Peppercorns,1 tablespoon Sesame seeds (Til seeds),1 teaspoon Flax seeds,1 teaspoon Sunflower seeds,1 teaspoon Melon seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Sesame (Gingelly) Oil,1/2 cup Raw Peanuts (Moongphali),1 tablespoon Mustard seeds,1 tablespoon Sesame (Gingelly) Oil,5 Dry Red Chillies,1/2 cup Curry leaves - washed and pat dried",0,55,55,100,South Indian Recipes,Dinner,No Onion No Garlic (Sattvic)
Vendakka Stew Recipe (Kerala Style Okra Stew),"500 grams Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,1 Onion - big,1 Green Chilli - slit,1 cup Coconut milk - thick,2 teaspoons Ginger - grated,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 tablespoon Coconut Oil,Salt - to taste",10,15,25,4,Kerala Recipes,Dinner,Vegetarian
Party Sev Puri Recipe Filled With Potato & Pomegranate Mint Mayo,"2 Potatoes (Aloo) - boiled,1/2 cup Anardana Powder (Pomegranate Seed Powder),3 tablespoons Del Monte Mint Mayo,1 Onion - finely chopped,1 Green Chilli - finely chopped,1 Lemon - squeezed,Black Salt (Kala Namak) - to taste,1/2 cup Coriander (Dhania) Leaves - finely chopped,25 Papdi puris,Sev - finer one",25,10,35,4,North Indian Recipes,Snack,Vegetarian
Rava Chakli Recipe - Karnataka Style With Rava & Rice Flour,"1 cup Chiroti Rava,2 cups Rice flour,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Ajwain (Carom seeds),1 teaspoon Asafoetida (hing),2 tablespoon Butter,Salt - to taste,Sunflower Oil - to cook",10,60,70,5,Karnataka,Snack,Vegetarian
Roasted Chickpeas Recipe,"1 1/2 cups Kabuli Chana (White Chickpeas) - soaked in water for 7-8 hours ( overnight),1 teaspoon Cajun spice mix,1 teaspoon Garam masala powder,1 teaspoon Red Chilli flakes,1 teaspoon Dried oregano,2-3 tablespoon Extra Virgin Olive Oil,1 tablespoon Garlic - finely chopped(or garlic paste),Salt - to taste",10,40,50,3,North Indian Recipes,Snack,High Protein Vegetarian
Carrot Chutney Recipe,"3 Carrots (Gajjar),8 Dry Red Chillies,1 tablespoon Mustard seeds,1 teaspoon Jaggery,Salt - to taste,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,5-6 Curry leaves",75,15,90,6,Indian,Side Dish,Vegetarian
Peeled Moong Dal Curry Recipe,"1/2 cup Green Moong Dal (Split),1 Onion - finely chopped,2 cloves Garlic,3 Cloves (Laung),1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies,1/4 teaspoon Turmeric powder (Haldi),1 Tomato - chopped,1 teaspoon Garam masala powder,Salt - to taste,2 tablespoons Ghee - or oil,Coriander (Dhania) Leaves - for garnishing",10,20,30,3,North Indian Recipes,Dinner,High Protein Vegetarian
For Chikki Recipe - Healthy Sesame Bars,"1/2 cup Sesame seeds (Til seeds),1/3 cup Jaggery,1 teaspoon Ghee - + 1/2 teaspoon more for greasing",10,30,40,6,Indian,Snack,Vegetarian
Chocolate Glazed Coconut Macaroons Recipe,"4 cups Sweetened coconut flakes,400 grams Condensed Milk,1 tablespoon Vanilla Extract,2 Egg whites,1 pinch Salt,Chocolate Bar - chopped (as needed)",10,25,35,6,Continental,Snack,Vegetarian
Sookhi Moong Palak Dal Recipe (Whole Green Moong Gram with Spinach),"1 cup Green Moong Dal (Whole) - soaked overnight,1/2 cup Spinach Leaves (Palak) - chopped and boiled,2 Tomatoes,1-1/2 tablespoons Mustard oil,1 teaspoon Cumin seeds (Jeera),2 Onions - chopped,5 cloves Garlic - minced,1 inch Ginger - minced,2 Green Chillies,Salt - to taste,1/4 Onion - few slices,1 Green Chilli - to garnish,Coriander (Dhania) Leaves - few",20,45,65,4,North Indian Recipes,Side Dish,High Protein Vegetarian
